Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,1346.0,Research & Development,19,2,Medical,1,18,2,Male,93.0,3,1,Laboratory Technician,4,Divorced,2661,8758,2.476398010398607,Y,No,11,3,3,80,1,3,2,3,2,2,1,2
53,No,Travel_Rarely,,Sales,2,4,Life Sciences,1,23,1,Female,78.0,2,4,Manager,4,Married,15427,22021,15.837424175059894,Y,No,16,3,3,80,0,31,3,3,25,8,3,7
35,No,Travel_Rarely,,Research & Development,16,3,Life Sciences,1,586,4,Male,72.0,3,3,Healthcare Representative,3,Married,7632,14295,5.057351232181978,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
29,No,Travel_Rarely,232.0,Research & Development,19,3,Technical Degree,1,611,4,Male,34.0,3,2,Manufacturing Director,4,Divorced,4262,22645,3.721795728696282,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
37,No,Travel_Rarely,,Research & Development,19,3,Life Sciences,1,1631,3,Male,,3,2,Manufacturing Director,3,Married,5768,26493,4.602192682235,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
41,No,Travel_Frequently,,Research & Development,10,3,Life Sciences,1,199,4,Male,91.0,2,4,Manager,1,Divorced,17181,12888,10.648088810473935,Y,No,13,3,2,80,1,21,2,2,7,6,7,7
27,No,Non-Travel,210.0,Sales,1,1,Marketing,1,449,3,Male,73.0,3,2,Sales Executive,2,Married,6349,22107,3.761753872727065,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4
32,No,Travel_Rarely,,Research & Development,2,3,Medical,1,471,3,Female,75.0,3,1,Laboratory Technician,2,Married,2370,3956,4.881741763165508,Y,No,13,3,3,80,1,8,4,3,8,0,0,7
27,No,Travel_Rarely,,Sales,23,1,Medical,1,1864,2,Female,36.0,2,2,Sales Representative,3,Married,3540,7018,3.7437984472874986,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
25,No,Travel_Rarely,959.0,Sales,28,3,Life Sciences,1,183,1,Male,41.0,2,2,Sales Executive,3,Married,8639,24835,1.9646090873182824,Y,No,18,3,4,80,0,6,3,3,2,2,2,2
35,No,Non-Travel,1225.0,Research & Development,2,4,Life Sciences,1,771,4,Female,61.0,3,2,Healthcare Representative,1,Divorced,5093,4761,7.585655786588736,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
34,No,Travel_Rarely,810.0,Sales,8,2,Technical Degree,1,1823,2,Male,92.0,4,2,Sales Executive,3,Married,6799,22128,4.224633926874417,Y,No,21,4,3,80,2,10,5,3,10,8,4,8
41,Yes,Travel_Rarely,1102.0,Sales,1,2,Life Sciences,1,1,2,Female,94.0,3,2,Sales Executive,4,Single,5993,19479,5.384829838802462,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5
28,No,Travel_Rarely,857.0,Research & Development,10,3,Other,1,1097,3,Female,59.0,3,2,Research Scientist,3,Single,3660,7909,6.55803737898844,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
50,No,Non-Travel,,Sales,1,3,Life Sciences,1,1040,4,Female,,3,2,Sales Executive,3,Married,6347,24920,8.197155871825705,Y,No,12,3,1,80,1,19,3,3,18,7,0,13
37,No,Travel_Rarely,1319.0,Research & Development,6,3,Medical,1,474,3,Male,51.0,4,2,Research Scientist,1,Divorced,5974,17001,5.271820148657668,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
28,Yes,Travel_Frequently,1009.0,Research & Development,1,3,Medical,1,1111,1,Male,45.0,2,1,Laboratory Technician,2,Divorced,2596,7160,1.3802395911697605,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
50,No,Travel_Rarely,854.0,Sales,1,4,Medical,1,323,4,Female,68.0,3,5,Manager,4,Divorced,19517,24118,18.206162496689338,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
29,No,Travel_Rarely,,Research & Development,3,4,Medical,1,564,2,Male,93.0,2,3,Research Director,3,Married,11935,21526,4.577096562933869,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
36,Yes,Travel_Rarely,1218.0,Sales,9,4,Life Sciences,1,27,3,Male,82.0,2,1,Sales Representative,1,Single,3407,6986,6.980193798292834,Y,No,23,4,2,80,0,10,4,3,5,3,0,3
54,No,Travel_Frequently,,Research & Development,1,4,Life Sciences,1,1245,4,Female,53.0,3,3,Manufacturing Director,3,Divorced,10502,9659,15.387302234652823,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
31,Yes,Travel_Frequently,523.0,Research & Development,2,3,Life Sciences,1,1464,2,Male,94.0,3,1,Laboratory Technician,4,Married,3722,21081,2.8079283800838892,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2
30,No,Travel_Rarely,,Sales,8,2,Other,1,982,3,Male,62.0,3,3,Sales Executive,3,Divorced,7264,9977,4.624392185687723,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
37,No,Travel_Rarely,367.0,Research & Development,25,2,Medical,1,1161,3,Female,52.0,2,2,Healthcare Representative,4,Divorced,5731,17171,3.9311924797087068,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
34,No,Non-Travel,697.0,Research & Development,3,4,Life Sciences,1,1115,3,Male,40.0,2,1,Research Scientist,4,Married,2979,22478,4.089846717523404,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
27,No,Non-Travel,,Research & Development,3,3,Medical,1,850,4,Male,,3,1,Research Scientist,4,Married,1706,16571,-1.8379305204267626,Y,No,11,3,3,80,3,0,6,2,0,0,0,0
27,No,Travel_Rarely,1469.0,Research & Development,1,2,Medical,1,497,4,Male,82.0,3,1,Laboratory Technician,2,Divorced,3816,17881,4.514561880020219,Y,No,11,3,2,80,1,5,2,3,5,2,0,4
30,No,Travel_Rarely,413.0,Sales,7,1,Marketing,1,585,4,Male,57.0,3,1,Sales Representative,2,Single,2983,18398,1.2836735163117057,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
43,No,Travel_Rarely,177.0,Research & Development,8,3,Life Sciences,1,920,1,Female,55.0,3,2,Manufacturing Director,2,Divorced,4765,23814,2.9296675252791826,Y,No,21,4,3,80,1,4,2,4,1,0,0,0
34,No,Travel_Rarely,216.0,Sales,1,4,Marketing,1,1047,2,Male,75.0,4,2,Sales Executive,4,Divorced,9725,12278,6.99231197869253,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
46,No,Travel_Rarely,945.0,Human Resources,5,2,Medical,1,103,2,Male,80.0,3,2,Human Resources,2,Divorced,5021,10425,8.265277121535833,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2
35,No,Travel_Rarely,,Sales,1,3,Medical,1,620,1,Female,80.0,3,2,Sales Executive,3,Single,4859,6698,2.506940735148781,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
38,No,Travel_Rarely,827.0,Research & Development,1,4,Life Sciences,1,724,2,Female,33.0,4,2,Healthcare Representative,4,Single,7625,19383,5.388295527855479,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
34,No,Travel_Rarely,1351.0,Research & Development,1,4,Life Sciences,1,1580,2,Male,45.0,3,2,Research Scientist,4,Married,5484,13008,5.240785637351556,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
33,No,Non-Travel,1313.0,Research & Development,1,2,Medical,1,1994,2,Male,,2,1,Laboratory Technician,3,Divorced,2008,20439,0.6641996619086779,Y,No,12,3,3,80,3,1,2,2,1,1,0,0
35,No,Travel_Rarely,219.0,Research & Development,16,2,Other,1,1886,4,Female,44.0,2,2,Manufacturing Director,2,Married,4788,25388,3.341732169948948,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
40,Yes,Non-Travel,1479.0,Sales,24,3,Life Sciences,1,986,2,Female,100.0,4,4,Sales Executive,2,Single,13194,17071,11.7418423367105,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0
27,No,Travel_Rarely,1115.0,Research & Development,3,4,Medical,1,700,1,Male,54.0,2,1,Research Scientist,4,Single,2045,15174,3.8502357499936988,Y,No,13,3,4,80,0,5,0,3,4,2,1,1
29,No,Travel_Rarely,1378.0,Research & Development,13,2,Other,1,2053,4,Male,,2,2,Laboratory Technician,2,Married,4025,23679,5.551676205893538,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
50,No,Travel_Rarely,1452.0,Research & Development,11,3,Life Sciences,1,226,3,Female,53.0,3,5,Manager,2,Single,19926,17053,10.178792336882363,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
42,No,Travel_Rarely,855.0,Research & Development,12,3,Medical,1,1768,2,Male,,3,1,Laboratory Technician,2,Divorced,2766,8952,3.1448254156345694,Y,No,22,4,2,80,3,7,6,2,5,3,0,4
31,No,Travel_Rarely,140.0,Research & Development,12,1,Medical,1,246,3,Female,95.0,3,1,Research Scientist,4,Married,3929,6984,3.4876658328627372,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
31,No,Travel_Frequently,,Research & Development,7,2,Life Sciences,1,442,3,Female,48.0,2,3,Manufacturing Director,3,Married,8943,14034,5.758270255788673,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
46,Yes,Travel_Rarely,,Sales,9,2,Medical,1,118,3,Male,64.0,2,3,Sales Executive,4,Single,9619,13596,3.5655272422503552,Y,No,16,3,4,80,0,9,3,3,9,8,4,7
30,No,Non-Travel,,Sales,22,4,Other,1,567,3,Female,69.0,3,3,Sales Executive,1,Married,8412,2890,5.197006905662357,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
54,No,Travel_Rarely,,Research & Development,5,2,Medical,1,522,1,Male,,3,5,Research Director,1,Married,19406,8509,13.53119828859528,Y,No,11,3,3,80,1,24,4,2,4,2,1,2
26,Yes,Travel_Frequently,,Research & Development,3,1,Technical Degree,1,510,3,Male,73.0,3,1,Research Scientist,1,Single,3102,6582,2.860769294046608,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
41,No,Travel_Rarely,,Research & Development,9,4,Life Sciences,1,1772,3,Male,94.0,3,1,Laboratory Technician,1,Divorced,2289,20520,2.576334499767317,Y,No,20,4,2,80,2,5,2,3,5,3,0,4
50,No,Travel_Rarely,1126.0,Research & Development,1,2,Medical,1,997,4,Male,66.0,3,4,Research Director,4,Divorced,17399,6615,15.433192107111045,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
24,No,Travel_Rarely,350.0,Research & Development,21,2,Technical Degree,1,1551,3,Male,57.0,2,1,Laboratory Technician,1,Divorced,2296,10036,-0.022460236619808116,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
32,No,Travel_Rarely,128.0,Research & Development,2,1,Technical Degree,1,362,4,Male,84.0,2,2,Laboratory Technician,1,Single,2176,19737,5.904726793197762,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
34,Yes,Non-Travel,1362.0,Sales,19,3,Marketing,1,502,1,Male,67.0,4,2,Sales Executive,4,Single,5304,4652,5.521036051763831,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
45,No,Travel_Rarely,1015.0,Research & Development,5,5,Medical,1,1611,3,Female,50.0,1,2,Laboratory Technician,1,Single,5769,23447,5.750759424779834,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
36,No,Travel_Rarely,188.0,Research & Development,7,4,Other,1,949,2,Male,65.0,3,1,Research Scientist,4,Single,4678,23293,4.1767869203785715,Y,No,18,3,3,80,0,8,6,3,6,2,0,1
38,No,Travel_Rarely,,Research & Development,10,3,Medical,1,2015,2,Female,99.0,1,3,Research Director,3,Married,13206,3376,9.871118380089415,Y,No,12,3,1,80,1,20,3,3,18,16,1,11
47,No,Travel_Rarely,571.0,Sales,14,3,Medical,1,1503,3,Female,78.0,3,2,Sales Executive,3,Married,4591,24200,6.110941208879914,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2
28,No,Travel_Rarely,640.0,Research & Development,1,3,Technical Degree,1,1301,4,Male,84.0,3,1,Research Scientist,1,Single,2080,4732,1.9958825325946434,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
26,Yes,Travel_Rarely,950.0,Sales,4,4,Marketing,1,401,4,Male,48.0,2,2,Sales Executive,4,Single,5828,8450,3.3051824961070952,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4
40,No,Travel_Frequently,902.0,Research & Development,26,2,Medical,1,1180,3,Female,92.0,2,2,Research Scientist,4,Married,4422,21203,5.847683907339393,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
33,Yes,Travel_Rarely,,Research & Development,10,1,Medical,1,584,1,Male,38.0,1,1,Laboratory Technician,4,Divorced,3408,6705,4.066939566078581,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
36,No,Travel_Rarely,1157.0,Sales,2,4,Life Sciences,1,1556,3,Male,70.0,3,1,Sales Representative,4,Single,2644,17001,3.178212305899248,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
28,Yes,Travel_Rarely,1485.0,Research & Development,12,1,Life Sciences,1,1175,3,Female,79.0,3,1,Laboratory Technician,4,Married,2515,22955,0.39223305723561486,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
29,Yes,Travel_Rarely,,Sales,27,3,Marketing,1,283,2,Female,35.0,3,3,Sales Executive,4,Married,7639,24525,5.705879366564935,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
32,No,Travel_Rarely,1401.0,Sales,4,2,Life Sciences,1,330,3,Female,56.0,3,1,Sales Representative,2,Married,3931,20990,3.774674564681151,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
37,No,Travel_Rarely,,Research & Development,10,3,Life Sciences,1,2017,3,Female,42.0,4,3,Research Director,4,Married,13744,15471,9.095001877810697,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
35,No,Travel_Rarely,,Research & Development,1,4,Life Sciences,1,826,4,Female,40.0,4,1,Research Scientist,3,Single,2506,13301,2.7582756894283262,Y,No,13,3,3,80,0,7,0,3,2,2,2,2
49,No,Travel_Rarely,,Research & Development,18,4,Life Sciences,1,638,4,Male,58.0,2,5,Research Director,3,Divorced,19502,2125,16.591172449434527,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
44,No,Travel_Rarely,,Research & Development,29,4,Other,1,1225,4,Male,32.0,3,2,Research Scientist,4,Single,4541,7744,10.00662365422357,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
45,No,Travel_Rarely,,Research & Development,2,3,Life Sciences,1,834,2,Female,95.0,2,1,Research Scientist,3,Single,2274,6153,2.822481190224931,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
35,No,Travel_Rarely,,Research & Development,1,3,Medical,1,105,2,Male,30.0,2,1,Research Scientist,3,Single,2859,26278,3.6292808973999175,Y,No,18,3,1,80,0,6,3,3,6,4,0,4
30,No,Travel_Rarely,,Human Resources,9,3,Human Resources,1,184,3,Male,,3,2,Human Resources,4,Married,6347,13982,6.121695331468689,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7
36,No,Travel_Rarely,363.0,Research & Development,1,3,Technical Degree,1,1237,3,Female,77.0,1,3,Manufacturing Director,1,Divorced,10252,4235,7.927068897406214,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
29,Yes,Travel_Rarely,341.0,Sales,1,3,Medical,1,896,2,Female,48.0,2,1,Sales Representative,3,Divorced,2800,23522,3.264815966066648,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
41,Yes,Travel_Rarely,,Research & Development,2,4,Life Sciences,1,927,2,Female,57.0,1,1,Laboratory Technician,4,Divorced,2778,17725,5.62856052989322,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0
58,No,Travel_Rarely,848.0,Research & Development,23,4,Life Sciences,1,1308,1,Male,88.0,3,1,Research Scientist,3,Divorced,2372,26076,1.7124640331599146,Y,No,12,3,4,80,2,2,3,3,2,2,2,2
19,Yes,Travel_Rarely,,Human Resources,2,2,Technical Degree,1,566,1,Male,52.0,2,1,Human Resources,4,Single,2564,18437,-0.5209987928134201,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
142,Yes,Travel_Rarely,,Research & Development,1,2,Life Sciences,1,64,1,Male,98.0,2,3,Laboratory Technician,3,Single,5381,19294,11.873522246328877,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0
41,No,Non-Travel,247.0,Research & Development,7,1,Life Sciences,1,1035,2,Female,55.0,1,5,Research Director,3,Divorced,19973,20284,8.758519654823392,Y,No,22,4,2,80,2,21,3,3,21,16,5,10
45,No,Travel_Rarely,549.0,Research & Development,8,4,Other,1,452,4,Male,75.0,3,2,Research Scientist,4,Married,3697,9278,8.897190470085196,Y,No,14,3,1,80,2,12,3,3,10,9,9,8
42,No,Travel_Frequently,,Sales,26,3,Marketing,1,404,3,Female,77.0,3,4,Sales Executive,2,Married,13525,14864,10.682056998987724,Y,No,14,3,4,80,1,23,2,4,20,4,4,8
32,No,Non-Travel,1146.0,Research & Development,15,4,Medical,1,1955,3,Female,34.0,3,2,Healthcare Representative,4,Divorced,6667,16542,5.783145403428706,Y,No,18,3,2,80,1,9,6,3,5,1,1,2
36,No,Non-Travel,,Sales,8,4,Life Sciences,1,789,1,Male,76.0,2,3,Sales Executive,1,Single,7587,14229,5.227872091274433,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
42,No,Travel_Rarely,,Research & Development,2,3,Medical,1,351,4,Female,56.0,2,1,Laboratory Technician,1,Divorced,2593,8007,6.1352244223118575,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8
29,No,Travel_Rarely,942.0,Research & Development,15,1,Life Sciences,1,1202,2,Female,69.0,1,1,Research Scientist,4,Married,2168,26933,5.193331536906334,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
26,No,Travel_Rarely,474.0,Research & Development,3,3,Life Sciences,1,1581,1,Female,89.0,3,1,Research Scientist,4,Married,2061,11133,1.0572521436709053,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
42,No,Travel_Rarely,557.0,Research & Development,18,4,Life Sciences,1,1998,4,Male,35.0,3,2,Research Scientist,1,Divorced,5410,11189,4.823182619145183,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2
43,Yes,Travel_Rarely,,Sales,9,3,Marketing,1,1188,1,Female,85.0,1,2,Sales Executive,3,Single,5346,9489,3.033430528134618,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
35,Yes,Travel_Rarely,104.0,Research & Development,2,3,Life Sciences,1,1569,1,Female,69.0,3,1,Laboratory Technician,1,Divorced,2074,26619,-0.08434174849321152,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
55,No,Non-Travel,177.0,Research & Development,8,1,Medical,1,1278,4,Male,37.0,2,4,Healthcare Representative,2,Divorced,13577,25592,16.981851823203154,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0
39,Yes,Travel_Rarely,1162.0,Sales,3,2,Medical,1,445,4,Female,41.0,3,2,Sales Executive,3,Married,5238,17778,5.465950658826645,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0
35,No,Non-Travel,,Sales,8,2,Marketing,1,1243,3,Female,78.0,2,3,Sales Executive,4,Married,10377,13755,8.030261937801628,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
59,No,Travel_Rarely,,Sales,25,3,Life Sciences,1,81,1,Female,99.0,3,3,Sales Executive,1,Single,7637,2354,13.934265040881572,Y,No,11,3,4,80,0,28,3,2,21,16,7,9
30,No,Travel_Frequently,1312.0,Research & Development,2,4,Technical Degree,1,1745,4,Female,78.0,2,1,Research Scientist,1,Single,4968,26427,5.085636306940859,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
54,No,Travel_Rarely,971.0,Research & Development,1,3,Medical,1,1422,4,Female,54.0,3,4,Research Director,4,Single,17328,5652,13.245438912577683,Y,No,19,3,4,80,0,29,3,2,20,7,12,7
28,Yes,Travel_Rarely,103.0,Research & Development,24,3,Life Sciences,1,19,3,Male,50.0,2,1,Laboratory Technician,3,Single,2028,12947,2.4246186144945354,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3
36,No,Travel_Rarely,216.0,Research & Development,6,2,Medical,1,178,2,Male,84.0,3,2,Manufacturing Director,2,Divorced,4941,2819,3.790456634031642,Y,No,20,4,4,80,2,7,0,3,3,2,0,1
40,No,Travel_Rarely,107.0,Sales,10,3,Technical Degree,1,1239,2,Female,84.0,2,2,Sales Executive,2,Divorced,6852,11591,4.2489958907092245,Y,No,12,3,2,80,1,7,2,4,5,1,1,3
31,No,Travel_Rarely,,Sales,5,4,Life Sciences,1,1673,1,Female,67.0,3,2,Sales Executive,4,Married,5476,22589,5.346910383939674,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
34,No,Travel_Frequently,1069.0,Research & Development,2,1,Life Sciences,1,256,4,Male,45.0,2,2,Manufacturing Director,3,Married,9547,14074,5.4604960850328474,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
29,Yes,Travel_Rarely,,Research & Development,7,3,Technical Degree,1,1299,2,Female,39.0,3,1,Laboratory Technician,3,Divorced,3339,17285,4.320138752168477,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7
36,No,Travel_Rarely,,Research & Development,3,3,Technical Degree,1,397,3,Male,30.0,3,2,Research Scientist,2,Single,4485,26285,5.287196861688994,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
28,No,Travel_Rarely,,Research & Development,1,3,Life Sciences,1,1799,3,Male,82.0,3,1,Research Scientist,4,Married,2044,5531,3.0615592864820655,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
35,No,Travel_Rarely,660.0,Sales,7,1,Life Sciences,1,1492,4,Male,76.0,3,1,Sales Representative,3,Married,2404,16192,0.4457083611159721,Y,No,13,3,1,80,1,1,3,3,1,0,0,0
57,No,Travel_Rarely,334.0,Research & Development,24,2,Life Sciences,1,223,3,Male,83.0,4,3,Healthcare Representative,4,Divorced,9439,23402,5.4304176897578325,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4
42,No,Travel_Rarely,,Research & Development,8,3,Life Sciences,1,1860,4,Male,,3,1,Laboratory Technician,3,Single,3968,13624,3.921919281688862,Y,No,13,3,4,80,0,8,3,3,0,0,0,0
29,No,Travel_Rarely,468.0,Research & Development,28,4,Medical,1,2054,4,Female,73.0,2,1,Research Scientist,1,Single,3785,8489,2.751951348676726,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
24,No,Travel_Rarely,,Research & Development,17,1,Medical,1,1009,4,Female,41.0,2,2,Manufacturing Director,3,Divorced,4377,24117,2.977444262570547,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
26,No,Travel_Rarely,,Research & Development,17,4,Medical,1,1718,4,Male,62.0,1,1,Laboratory Technician,3,Married,2305,6217,1.8276450125673145,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
44,Yes,Travel_Frequently,429.0,Research & Development,1,2,Medical,1,1792,3,Male,99.0,3,1,Research Scientist,2,Divorced,2342,11092,4.130705597090342,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
31,No,Travel_Rarely,,Sales,2,2,Life Sciences,1,1996,1,Male,54.0,3,1,Sales Representative,3,Married,3067,6393,2.589066982731726,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
27,No,Travel_Rarely,269.0,Research & Development,5,1,Technical Degree,1,844,3,Male,42.0,2,3,Research Director,4,Divorced,12808,8842,4.297030683814467,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8
45,No,Travel_Rarely,1038.0,Research & Development,20,3,Medical,1,1460,2,Male,95.0,1,3,Healthcare Representative,1,Divorced,10851,19863,11.724373034464197,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7
34,No,Travel_Rarely,,Research & Development,9,3,Life Sciences,1,1344,4,Male,86.0,3,3,Healthcare Representative,4,Divorced,8500,5494,5.079286186238264,Y,No,11,3,4,80,1,10,0,2,9,7,1,6
33,No,Travel_Frequently,1303.0,Research & Development,7,2,Life Sciences,1,1970,4,Male,36.0,3,2,Healthcare Representative,3,Divorced,5968,18079,4.634511193099364,Y,No,20,4,3,80,3,9,2,3,9,7,2,8
52,No,Non-Travel,,Sales,29,4,Life Sciences,1,2019,1,Male,40.0,3,1,Sales Representative,4,Divorced,3482,19788,8.35237174210224,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
39,No,Travel_Rarely,,Sales,24,1,Marketing,1,2056,2,Female,60.0,2,4,Sales Executive,4,Married,12031,8828,9.791156898743921,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
42,No,Travel_Frequently,,Research & Development,28,4,Technical Degree,1,551,4,Female,88.0,2,2,Healthcare Representative,4,Married,4523,4386,2.9852114980435998,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
30,No,Travel_Rarely,,Sales,29,4,Life Sciences,1,1211,3,Male,61.0,3,2,Sales Executive,1,Divorced,4115,13192,3.0793794660075164,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
38,No,Travel_Rarely,168.0,Research & Development,1,3,Life Sciences,1,743,3,Female,81.0,3,3,Manufacturing Director,3,Single,7861,15397,4.958154856973227,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
35,No,Travel_Rarely,1395.0,Research & Development,9,4,Medical,1,2008,2,Male,48.0,3,2,Research Scientist,3,Single,5098,18698,4.872238847428889,Y,No,19,3,2,80,0,10,5,3,10,7,0,8
53,No,Travel_Rarely,,Sales,6,2,Marketing,1,205,2,Male,34.0,3,2,Sales Representative,3,Married,2306,16047,7.095014287797367,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5
20,No,Travel_Rarely,727.0,Sales,9,1,Life Sciences,1,1680,4,Male,54.0,3,1,Sales Representative,1,Single,2728,21082,-0.11282962037096289,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
46,No,Non-Travel,,Research & Development,7,4,Medical,1,487,3,Female,30.0,3,2,Manufacturing Director,3,Married,5258,16044,3.2721021908562467,Y,No,14,3,3,80,0,7,2,4,1,0,0,0
34,No,Non-Travel,1381.0,Sales,4,4,Marketing,1,523,3,Female,72.0,3,2,Sales Executive,3,Married,6538,12740,3.140821904997191,Y,No,15,3,1,80,1,6,3,3,3,2,1,2
53,No,Travel_Rarely,1223.0,Research & Development,7,2,Medical,1,1201,4,Female,50.0,3,5,Manager,3,Divorced,18606,18640,13.68686368933937,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
29,No,Travel_Frequently,,Research & Development,2,1,Life Sciences,1,1590,1,Male,87.0,3,2,Healthcare Representative,4,Divorced,8853,24483,1.7619211636421095,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
42,No,Travel_Frequently,,Research & Development,26,5,Medical,1,1242,1,Female,60.0,3,3,Research Director,1,Married,13191,23281,9.683167216074168,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
28,Yes,Travel_Rarely,529.0,Research & Development,2,4,Life Sciences,1,364,1,Male,79.0,3,1,Laboratory Technician,3,Single,3485,14935,2.669309265402157,Y,No,11,3,3,80,0,5,5,1,0,0,0,0
44,No,Travel_Rarely,170.0,Research & Development,1,4,Life Sciences,1,1903,2,Male,78.0,4,2,Healthcare Representative,1,Married,5033,9364,5.054262957422062,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
20,Yes,Travel_Frequently,769.0,Sales,9,3,Marketing,1,1077,4,Female,54.0,3,1,Sales Representative,4,Single,2323,17205,0.6381751106035725,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
